epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,2289.37,0.62492,0.34954,0.88683,1,0.9561,0.97033,0.71872,1.01722,0.47389,0.95184,0.0007856,0.0007856,0.0007856
186,2316.14,0.62169,0.3474,0.88754,1,0.99681,0.995,0.75196,0.98352,0.39777,0.93782,0.000779,0.000779,0.000779
187,2343.2,0.61926,0.35173,0.88762,1,0.99694,0.995,0.72248,1.01515,0.41442,0.95192,0.0007724,0.0007724,0.0007724
188,2370.24,0.60861,0.34553,0.88418,0.99675,0.95833,0.9934,0.73839,0.99167,0.39766,0.93917,0.0007658,0.0007658,0.0007658
189,2397.01,0.62232,0.34834,0.88215,0.99731,0.95833,0.9934,0.76477,0.95589,0.37341,0.9391,0.0007592,0.0007592,0.0007592
190,2424.02,0.60588,0.34024,0.87801,0.99732,0.95833,0.98026,0.74842,0.97182,0.41374,0.93567,0.0007526,0.0007526,0.0007526
191,2450.86,0.61191,0.34481,0.88441,0.99724,0.95833,0.98929,0.74698,0.96101,0.39461,0.92423,0.000746,0.000746,0.000746
192,2477.65,0.61829,0.34537,0.87958,0.99479,0.95833,0.99192,0.74798,0.96384,0.39192,0.92725,0.0007394,0.0007394,0.0007394
193,2504.63,0.60346,0.34082,0.87639,1,0.99725,0.995,0.74966,1.00159,0.38185,0.94367,0.0007328,0.0007328,0.0007328
194,2531.51,0.62055,0.34656,0.88041,1,0.99716,0.995,0.75196,1.00755,0.37327,0.95041,0.0007262,0.0007262,0.0007262
195,2558.4,0.60843,0.34016,0.88081,0.99722,0.95833,0.99056,0.74873,0.98789,0.42297,0.93829,0.0007196,0.0007196,0.0007196
196,2585.28,0.60858,0.34105,0.8814,0.99702,0.95833,0.99056,0.74211,0.99199,0.40947,0.93517,0.000713,0.000713,0.000713
197,2612.94,0.59477,0.33483,0.87431,0.99723,0.95833,0.99056,0.74225,1.00058,0.41416,0.95231,0.0007064,0.0007064,0.0007064
198,2641.36,0.60591,0.33788,0.87405,0.99709,0.95833,0.96915,0.72212,1.00936,0.44408,0.96397,0.0006998,0.0006998,0.0006998
199,2668.38,0.60073,0.3325,0.87618,0.99717,0.95833,0.96784,0.73777,0.97777,0.45206,0.94111,0.0006932,0.0006932,0.0006932
200,2695.22,0.59585,0.33108,0.87249,0.99564,0.95833,0.9688,0.75614,0.96284,0.43899,0.92891,0.0006866,0.0006866,0.0006866
201,2723.49,0.59029,0.33089,0.87495,0.99632,0.95833,0.97033,0.74529,0.9649,0.43781,0.92468,0.00068,0.00068,0.00068
202,2750.2,0.5928,0.33665,0.87553,0.99687,0.95833,0.97173,0.76881,0.94669,0.42783,0.9148,0.0006734,0.0006734,0.0006734
203,2777.07,0.59525,0.33446,0.87611,0.99576,0.95833,0.98929,0.74528,0.99495,0.41871,0.93634,0.0006668,0.0006668,0.0006668
204,2803.88,0.59585,0.33401,0.88112,0.99693,0.95833,0.9934,0.75384,0.97381,0.39648,0.91916,0.0006602,0.0006602,0.0006602
205,2830.68,0.6002,0.34254,0.87795,0.99704,0.95833,0.97225,0.77045,0.9709,0.42306,0.9055,0.0006536,0.0006536,0.0006536
206,2857.44,0.59266,0.33146,0.87556,0.99698,0.95833,0.99056,0.76682,0.96891,0.39364,0.90477,0.000647,0.000647,0.000647
207,2884.14,0.605,0.33696,0.87849,0.99697,0.95833,0.9934,0.74796,0.96569,0.39316,0.9031,0.0006404,0.0006404,0.0006404
208,2910.9,0.59629,0.33694,0.87576,0.99717,0.95833,0.98324,0.74331,0.98145,0.39655,0.91301,0.0006338,0.0006338,0.0006338
209,2937.69,0.58891,0.33597,0.87248,0.99726,0.95833,0.98095,0.76239,0.9777,0.42049,0.91384,0.0006272,0.0006272,0.0006272
210,2964.36,0.59896,0.33925,0.87504,1,0.99738,0.995,0.7457,0.98369,0.37932,0.91711,0.0006206,0.0006206,0.0006206
211,2990.99,0.5896,0.33564,0.87618,1,0.9974,0.995,0.75856,0.97665,0.36911,0.92951,0.000614,0.000614,0.000614
212,3019.2,0.5903,0.32898,0.87688,0.99728,0.95833,0.9934,0.77589,0.95382,0.36971,0.92591,0.0006074,0.0006074,0.0006074
213,3045.9,0.59919,0.33707,0.87422,1,0.99715,0.995,0.74629,0.96811,0.38216,0.93351,0.0006008,0.0006008,0.0006008
214,3072.51,0.58572,0.32779,0.87337,1,0.99753,0.995,0.75857,0.9535,0.36628,0.92642,0.0005942,0.0005942,0.0005942
215,3099.26,0.59876,0.33511,0.87439,1,0.99722,0.995,0.76687,0.94954,0.36554,0.92373,0.0005876,0.0005876,0.0005876
216,3125.91,0.58873,0.3273,0.87535,1,0.99727,0.995,0.75636,0.95245,0.36257,0.92058,0.000581,0.000581,0.000581
217,3152.62,0.58028,0.32582,0.87302,1,0.9973,0.995,0.76101,0.96151,0.36591,0.92117,0.0005744,0.0005744,0.0005744
218,3179.32,0.59498,0.33266,0.87806,1,0.99751,0.995,0.74748,0.98018,0.37513,0.92927,0.0005678,0.0005678,0.0005678
219,3205.99,0.59057,0.3327,0.87213,1,0.99759,0.995,0.7482,0.99611,0.3803,0.94156,0.0005612,0.0005612,0.0005612
220,3232.71,0.58985,0.33163,0.87508,1,0.99755,0.995,0.76001,1.01526,0.37671,0.94637,0.0005546,0.0005546,0.0005546
221,3259.52,0.5879,0.32946,0.87485,1,0.99893,0.995,0.75414,1.0218,0.36424,0.96083,0.000548,0.000548,0.000548
222,3288.15,0.57985,0.32904,0.87298,1,0.99789,0.995,0.74435,1.00471,0.36775,0.95805,0.0005414,0.0005414,0.0005414
223,3314.75,0.58565,0.32732,0.87425,1,0.99772,0.995,0.7478,1.01667,0.37716,0.95732,0.0005348,0.0005348,0.0005348
224,3341.47,0.5701,0.32024,0.86995,1,0.9987,0.995,0.74983,1.01052,0.3625,0.96307,0.0005282,0.0005282,0.0005282
225,3368.25,0.56985,0.32096,0.86784,1,0.99944,0.995,0.75647,1.00935,0.35766,0.96282,0.0005216,0.0005216,0.0005216
226,3394.94,0.58292,0.32586,0.87395,1,0.99894,0.995,0.74347,1.01026,0.35775,0.95996,0.000515,0.000515,0.000515
227,3421.62,0.56147,0.32177,0.86787,1,0.9976,0.995,0.75269,0.9945,0.36459,0.9532,0.0005084,0.0005084,0.0005084
228,3448.39,0.58137,0.33058,0.87435,1,0.99744,0.995,0.73727,0.98747,0.37339,0.94296,0.0005018,0.0005018,0.0005018
229,3475.23,0.56773,0.31929,0.87182,1,0.99738,0.995,0.75118,0.98612,0.37157,0.9417,0.0004952,0.0004952,0.0004952
230,3501.9,0.55952,0.31452,0.86581,1,0.99717,0.995,0.7503,0.96524,0.36659,0.93288,0.0004886,0.0004886,0.0004886
231,3530.34,0.57387,0.32062,0.86546,1,0.99701,0.995,0.75701,0.95116,0.37388,0.93089,0.000482,0.000482,0.000482
232,3556.92,0.56776,0.32084,0.87121,0.99733,0.95833,0.9934,0.75544,0.96162,0.3781,0.93766,0.0004754,0.0004754,0.0004754
