epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
187,11652.9,0.59709,0.30815,0.96952,0.94612,0.98031,0.98003,0.83877,0.64294,0.30234,1.002,0.003862,0.003862,0.003862
188,11718.1,0.59503,0.31123,0.96589,0.94682,0.98031,0.97902,0.83797,0.64322,0.30261,1.0022,0.003829,0.003829,0.003829
189,11783.1,0.58797,0.30721,0.96198,0.9625,0.96362,0.97895,0.83936,0.64265,0.30365,1.00168,0.003796,0.003796,0.003796
190,11846,0.59132,0.30339,0.97409,0.96298,0.96345,0.98027,0.8397,0.64148,0.30461,1.00058,0.003763,0.003763,0.003763
191,11909.4,0.58822,0.30375,0.96816,0.96286,0.96647,0.9799,0.83719,0.64208,0.3051,1.00052,0.00373,0.00373,0.00373
192,11974.9,0.59047,0.30287,0.96289,0.96253,0.96421,0.97994,0.83782,0.64348,0.3046,1.00176,0.003697,0.003697,0.003697
193,12042,0.59091,0.30545,0.97123,0.9623,0.96368,0.9801,0.83739,0.64469,0.30534,1.00373,0.003664,0.003664,0.003664
194,12104.5,0.58567,0.303,0.96633,0.9628,0.96228,0.98122,0.83949,0.64469,0.30411,1.00406,0.003631,0.003631,0.003631
195,12169.1,0.58998,0.30182,0.96524,0.96567,0.95871,0.98047,0.84059,0.64515,0.30624,1.00415,0.003598,0.003598,0.003598
196,12231.7,0.58374,0.3065,0.95919,0.96069,0.96361,0.98097,0.83864,0.64745,0.30638,1.00615,0.003565,0.003565,0.003565
197,12294,0.58174,0.30011,0.95852,0.95433,0.9706,0.98111,0.83721,0.65,0.30645,1.00747,0.003532,0.003532,0.003532
198,12359.4,0.58573,0.3038,0.96656,0.95403,0.9707,0.98075,0.83527,0.65127,0.30817,1.00822,0.003499,0.003499,0.003499
199,12422.4,0.58631,0.29851,0.96863,0.95323,0.97078,0.98035,0.83597,0.65283,0.30843,1.00939,0.003466,0.003466,0.003466
200,12487.3,0.58287,0.30341,0.96134,0.95247,0.97077,0.9805,0.83611,0.65324,0.30686,1.00972,0.003433,0.003433,0.003433
201,12552.7,0.57507,0.29962,0.95848,0.95525,0.97028,0.98086,0.83718,0.65292,0.30699,1.00933,0.0034,0.0034,0.0034
202,12615.6,0.5771,0.29669,0.95938,0.95238,0.97081,0.98091,0.83628,0.654,0.30851,1.01027,0.003367,0.003367,0.003367
203,12681.3,0.57583,0.29973,0.96334,0.95172,0.97145,0.97943,0.83608,0.6543,0.30783,1.01039,0.003334,0.003334,0.003334
204,12745.9,0.57952,0.29616,0.96192,0.95197,0.97098,0.97912,0.83565,0.65451,0.30807,1.01077,0.003301,0.003301,0.003301
205,12808.6,0.5796,0.29501,0.96172,0.96149,0.96254,0.97896,0.83512,0.65423,0.30839,1.01052,0.003268,0.003268,0.003268
206,12871.5,0.58781,0.29897,0.96614,0.96139,0.95853,0.97873,0.83563,0.6549,0.30847,1.01041,0.003235,0.003235,0.003235
207,12936.1,0.5697,0.29597,0.95949,0.96205,0.95845,0.97885,0.83516,0.655,0.30881,1.01052,0.003202,0.003202,0.003202
208,13001.2,0.57557,0.29689,0.96317,0.96327,0.95939,0.97884,0.83598,0.65525,0.30733,1.01049,0.003169,0.003169,0.003169
209,13065.9,0.57491,0.29617,0.95966,0.96307,0.95826,0.97769,0.83311,0.65444,0.30872,1.01005,0.003136,0.003136,0.003136
210,13133,0.57271,0.29879,0.95968,0.96352,0.95813,0.97773,0.83268,0.65431,0.30919,1.01056,0.003103,0.003103,0.003103
211,13197.3,0.56752,0.29468,0.9567,0.96329,0.95819,0.97816,0.83253,0.65352,0.30861,1.01014,0.00307,0.00307,0.00307
212,13260.1,0.57781,0.29215,0.96189,0.9639,0.95967,0.97818,0.83311,0.6533,0.3092,1.01008,0.003037,0.003037,0.003037
213,13326.6,0.57457,0.29722,0.95889,0.96275,0.95855,0.9782,0.83377,0.65311,0.30935,1.01025,0.003004,0.003004,0.003004
